Employee_ID,Age,Gender,Department,Job_Level,Salary,Years_at_Company,Performance_Score,Last_Promotion_Date,Absence_Days,Work_Location
E5140,22,Male,Engineering,2,3747,10,3,28/03/2022,9,Remote
E3834,56,Non-binary,Sales,3,3705,9,5,10/03/2023,6,Remote
E9116,50,Female,HR,1,7301,19,2,1/09/2022,6,Remote
E7830,47,Male,HR,2,6623,17,1,8/10/2023,13,Hybrid
E5512,29,Non-binary,HR,1,5918,12,1,16/07/2021,1,Hybrid
E8017,55,Male,Engineering,1,5385,12,3,18/07/2023,12,In-office
E5633,22,Non-binary,Engineering,1,3696,20,4,25/09/2020,0,Hybrid
E4958,35,Female,Marketing,1,6881,3,1,2/04/2023,0,Hybrid
E8134,48,Male,Marketing,3,3150,11,2,14/12/2020,12,Remote
E4568,37,Non-binary,Marketing,3,5234,18,3,14/04/2022,11,In-office
E1879,40,Non-binary,HR,2,6522,4,5,8/04/2024,10,In-office
E1025,42,Female,Marketing,1,7371,7,1,12/11/2020,3,Hybrid
E4452,43,Male,HR,3,5835,10,2,18/02/2020,13,In-office
E5025,36,Female,HR,1,4781,15,4,12/12/2023,4,Remote
E2469,34,Male,Marketing,1,7539,2,1,3/09/2022,10,Hybrid
E6155,34,Male,Engineering,2,6645,1,2,19/04/2023,6,In-office
E1334,30,Female,Sales,1,6176,11,4,21/09/2023,14,Remote
E9955,60,Female,Marketing,1,7037,4,4,20/05/2023,4,In-office
E7583,57,Female,Engineering,2,8984,20,2,5/11/2021,9,Remote
E5205,25,Male,Marketing,2,6788,18,2,9/04/2023,14,Hybrid
E8605,25,Female,Engineering,2,5922,10,1,11/04/2020,5,Remote
E1686,38,Male,Marketing,3,6270,4,1,23/12/2020,3,Remote
E1618,48,Non-binary,Marketing,3,6731,4,1,15/03/2021,15,In-office
E7465,34,Female,Sales,2,8634,10,5,1/09/2023,10,Hybrid
E8330,27,Female,HR,1,5529,12,5,18/11/2023,1,Hybrid
E1844,39,Non-binary,Engineering,2,3532,5,5,14/01/2022,7,In-office
E9859,51,Female,Sales,2,3043,18,1,16/06/2022,1,Hybrid
E9556,53,Non-binary,Marketing,2,3101,2,3,26/12/2020,15,In-office
E1661,37,Male,Marketing,2,6580,19,3,23/07/2024,1,Remote
E6402,29,Non-binary,Sales,3,4327,14,2,12/05/2023,13,Remote
E6356,48,Non-binary,Engineering,1,4575,18,2,28/03/2023,12,Hybrid
E4034,47,Female,Engineering,3,5800,4,5,7/10/2020,14,Hybrid
E2469,35,Non-binary,Marketing,1,4195,16,3,6/06/2024,5,Remote
E7127,45,Female,HR,2,6931,2,3,3/09/2021,15,Hybrid
E6812,42,Male,Engineering,1,3944,1,1,25/10/2020,5,Hybrid
E1549,41,Non-binary,Marketing,1,3137,17,3,15/04/2022,7,In-office
E4275,42,Female,Sales,1,8815,15,4,21/11/2020,13,Remote
E7272,59,Female,Marketing,1,7940,8,5,23/07/2022,8,Hybrid
E1581,43,Male,HR,1,3149,13,4,1/06/2023,6,Hybrid
E2775,40,Male,Marketing,1,8648,14,5,1/05/2022,10,Remote
E5223,23,Non-binary,Engineering,1,7607,13,1,27/04/2020,12,Remote
E3493,23,Female,Sales,2,4172,16,1,30/04/2023,6,In-office
E5400,24,Female,Engineering,2,8275,19,5,18/12/2020,7,Remote
E4893,27,Non-binary,HR,2,6879,10,5,13/11/2024,10,Hybrid
E2495,60,Female,Sales,3,7163,18,4,3/01/2025,11,Hybrid
E1482,29,Female,Engineering,3,8126,15,1,25/01/2021,2,In-office
E4410,39,Non-binary,Sales,1,4259,2,4,3/05/2023,7,In-office
E5254,41,Male,Sales,3,4095,15,3,21/04/2020,14,Hybrid
E8391,34,Female,HR,1,6208,20,4,11/01/2025,12,Hybrid
E5619,25,Non-binary,HR,3,4708,8,2,13/05/2021,13,Remote
E1788,31,Female,Sales,3,7772,3,3,13/02/2024,15,In-office
E2073,31,Male,Engineering,3,8604,3,1,12/11/2021,12,Remote
E7148,30,Non-binary,Marketing,2,3810,14,2,26/02/2021,0,Hybrid
E3288,31,Male,Marketing,1,8983,15,5,22/02/2022,10,Remote
E9533,22,Non-binary,Marketing,2,7126,15,1,10/08/2024,1,Hybrid
E3350,28,Female,Marketing,2,7033,19,2,21/07/2024,12,Remote
E4319,49,Male,Marketing,1,4169,14,3,22/12/2022,10,Hybrid
E2523,40,Non-binary,Engineering,1,5128,2,5,22/09/2024,2,In-office
E9174,30,Male,HR,2,3752,19,2,30/09/2021,13,Remote
E8571,40,Male,Sales,1,8654,6,5,17/09/2024,6,Remote
E7595,48,Female,Marketing,3,3537,5,3,28/07/2020,6,Hybrid
E5343,22,Female,HR,1,7442,7,4,27/05/2024,1,In-office
E6440,40,Male,Sales,1,5545,11,5,24/01/2022,3,Hybrid
E1779,51,Male,Sales,2,7400,8,5,6/12/2022,2,Remote
E9813,52,Male,HR,3,6777,13,2,8/10/2022,11,Hybrid
E4362,48,Non-binary,Engineering,3,8342,15,4,15/05/2023,7,Remote
E4496,35,Female,Marketing,1,6659,17,5,1/04/2024,8,In-office
E4498,23,Female,Marketing,2,5470,20,3,6/05/2023,10,Hybrid
E2517,33,Male,Marketing,1,4498,17,2,29/05/2022,3,In-office
E3214,28,Female,Engineering,3,3846,15,5,8/06/2024,2,Remote
E8361,31,Non-binary,Marketing,3,5345,9,3,20/01/2020,8,Hybrid
E3493,47,Male,Engineering,3,6236,9,1,22/12/2021,14,Hybrid
E3160,56,Non-binary,HR,2,4119,8,5,30/10/2020,7,In-office
E6012,41,Non-binary,Marketing,2,4825,10,5,27/09/2022,11,Remote
E5451,44,Male,Engineering,3,5463,12,2,27/01/2025,8,Hybrid
E8335,23,Female,Sales,3,6890,14,3,22/05/2021,7,In-office
E2917,45,Female,HR,3,3256,17,4,28/01/2024,7,Hybrid
E5246,26,Non-binary,Engineering,2,3424,4,5,7/08/2021,4,Hybrid
E7527,57,Male,Engineering,2,7946,3,2,23/07/2020,5,Hybrid
E2025,28,Female,Marketing,3,5885,5,3,24/11/2023,8,Remote
E7438,43,Male,HR,1,4252,3,2,6/06/2024,10,Remote
E5148,54,Non-binary,Marketing,2,6044,10,2,11/08/2023,15,Hybrid
E2575,54,Female,HR,2,7576,7,2,19/08/2020,15,Hybrid
E2378,24,Non-binary,Marketing,3,6719,9,2,20/08/2021,10,Remote
E5741,44,Female,Sales,1,3257,4,4,14/12/2024,7,In-office
E4977,52,Male,Engineering,3,4905,12,4,16/12/2024,4,Remote
E7796,28,Male,Sales,1,5975,15,4,18/06/2022,2,Remote
E2175,42,Non-binary,Sales,2,3514,16,2,3/11/2023,15,Hybrid
E4455,59,Female,HR,2,4264,10,4,22/12/2024,9,Remote
E8704,28,Male,Marketing,2,8286,4,5,20/09/2022,5,Remote
E6157,35,Male,Marketing,3,6072,11,4,23/05/2023,1,Remote
E8042,47,Non-binary,HR,1,6474,14,2,21/05/2022,13,Hybrid
E2073,44,Female,Sales,1,3253,19,4,31/01/2024,9,Hybrid
E8253,37,Male,Sales,3,4159,10,2,24/08/2022,9,Remote
E6579,45,Non-binary,Marketing,3,7063,19,4,28/02/2021,12,In-office
E4488,49,Female,Marketing,2,3146,16,1,11/09/2021,9,In-office
E3708,50,Female,HR,3,3049,15,4,14/02/2023,1,Remote
E3258,35,Female,HR,1,5520,17,3,8/08/2020,11,Hybrid
E5529,23,Male,HR,2,6387,6,4,15/05/2023,9,Hybrid
E7166,32,Male,Engineering,3,3883,15,4,18/06/2023,0,Hybrid
E9397,55,Male,Marketing,2,3407,7,4,16/10/2022,3,In-office
E7553,36,Female,Sales,1,7910,17,4,15/02/2020,2,Remote
E5802,51,Male,Engineering,3,4685,17,1,20/09/2024,9,Remote
E3071,52,Female,HR,2,4462,16,5,15/08/2021,12,In-office
E7802,27,Female,Engineering,2,8852,10,5,3/08/2022,15,In-office
E3722,46,Female,HR,1,5402,15,3,24/03/2021,6,In-office
E7435,29,Male,Sales,2,3703,14,2,10/09/2024,7,Remote
E2393,48,Male,Sales,2,5688,8,2,24/10/2021,7,Hybrid
E9740,60,Female,HR,3,3116,16,3,21/12/2022,1,Remote
E9448,40,Male,Sales,3,7891,14,1,19/01/2024,2,Remote
E6195,51,Non-binary,Engineering,2,6961,12,4,4/11/2020,1,In-office
E3088,57,Female,Marketing,3,7512,18,3,23/07/2022,13,In-office
E3597,57,Male,HR,2,3493,9,5,11/02/2021,5,Remote
E8846,55,Non-binary,Sales,1,3597,20,5,5/06/2022,5,Hybrid
E7711,54,Non-binary,Engineering,2,4471,10,5,18/10/2020,6,Hybrid
E7059,35,Non-binary,Marketing,3,6180,1,1,3/07/2022,0,In-office
E7431,47,Female,Sales,2,3153,2,3,30/12/2020,7,Hybrid
E5860,48,Male,Sales,2,4358,12,1,17/09/2020,11,In-office
E2637,38,Non-binary,Marketing,3,7168,8,3,11/04/2021,11,In-office
E7347,57,Non-binary,Marketing,1,7160,20,1,23/02/2020,4,Hybrid
E8123,38,Male,Engineering,2,6758,3,3,15/09/2020,9,Remote
E8905,50,Non-binary,HR,1,8281,8,3,16/09/2022,10,Hybrid
E6689,35,Female,Sales,2,7001,11,3,24/01/2024,2,Hybrid
E2523,32,Male,Marketing,1,7391,7,3,13/10/2021,13,Remote
E7924,50,Non-binary,Sales,3,6147,18,1,4/12/2023,13,In-office
E3829,50,Female,Marketing,1,3144,5,2,17/03/2020,11,In-office
E8213,32,Non-binary,HR,3,5345,14,5,14/10/2021,10,In-office
E6067,31,Non-binary,Sales,2,5883,15,2,14/12/2024,0,In-office
E1156,29,Female,Engineering,3,6193,10,3,7/04/2023,15,In-office
E2233,47,Female,Engineering,1,3430,20,4,27/05/2024,2,In-office
E5195,38,Female,HR,3,6585,18,3,9/11/2020,15,Remote
E8247,30,Non-binary,Sales,3,7420,13,1,20/09/2022,13,In-office
E6411,27,Female,HR,1,3051,20,1,5/12/2023,9,In-office
E6944,38,Non-binary,Sales,1,7748,16,4,24/06/2021,0,Hybrid
E4065,45,Male,Engineering,3,3125,19,3,13/01/2025,8,Hybrid
E7364,39,Non-binary,Marketing,3,7091,15,2,11/07/2020,5,Hybrid
E1615,32,Non-binary,HR,2,5879,10,2,10/07/2022,5,Hybrid
E9110,26,Non-binary,Marketing,3,5717,15,3,1/03/2023,2,Remote
E9412,54,Female,Marketing,2,7507,3,1,29/10/2021,1,In-office
E6394,46,Non-binary,Sales,3,4478,17,3,1/06/2023,13,Hybrid
E4904,60,Non-binary,Sales,2,3362,3,3,30/11/2020,0,Hybrid
E6852,46,Male,Sales,3,8967,11,5,16/01/2020,15,Hybrid
E8603,51,Non-binary,Sales,1,5516,10,5,29/09/2023,14,In-office
E6410,32,Non-binary,Marketing,3,4336,4,1,18/07/2020,15,Remote
E8817,40,Non-binary,Engineering,2,6174,2,4,14/08/2024,2,In-office
E8399,34,Non-binary,Sales,1,5407,9,5,15/11/2022,13,Remote
E7605,55,Non-binary,HR,2,3908,18,1,4/04/2020,0,Hybrid
E9053,48,Male,HR,1,4814,15,3,14/11/2020,0,Hybrid
E9787,23,Non-binary,Sales,2,3116,1,3,9/12/2020,0,In-office
E5560,31,Female,Marketing,1,4314,6,4,28/06/2020,10,Remote
E6429,43,Male,Marketing,2,7845,3,5,2/01/2025,11,Remote
E9752,32,Female,Sales,3,5178,15,5,12/03/2022,9,In-office
E7890,39,Male,Engineering,2,6236,10,5,30/07/2021,6,Hybrid
E2939,26,Male,Marketing,2,7512,4,4,10/05/2020,4,Hybrid
E3507,40,Non-binary,Marketing,1,5010,14,4,13/02/2020,15,In-office
E5579,38,Female,HR,1,5502,4,3,3/12/2020,7,Remote
E8558,43,Male,Sales,2,8166,9,5,24/02/2023,15,Hybrid
E9588,42,Non-binary,HR,2,8859,20,2,31/01/2021,3,Hybrid
E1270,40,Male,HR,1,5864,12,1,14/12/2022,8,Hybrid
E2425,39,Male,Sales,3,4403,14,3,27/03/2022,14,In-office
E4621,25,Male,Marketing,1,4863,13,2,8/04/2020,3,Remote
E3905,37,Female,Engineering,1,4881,13,2,24/05/2023,11,Hybrid
E7076,49,Male,Marketing,2,3864,9,2,13/03/2020,2,Remote
E1952,47,Non-binary,Engineering,2,8926,4,4,16/04/2023,5,Remote
E4440,23,Non-binary,Engineering,2,6616,11,2,4/04/2021,6,Hybrid
E1992,49,Male,Engineering,3,7838,20,3,25/12/2023,6,Remote
E4369,33,Female,Marketing,3,6378,9,2,30/04/2022,0,Remote
E9502,55,Non-binary,Sales,1,7250,18,5,13/02/2021,9,In-office
E9433,55,Non-binary,Engineering,3,5317,20,3,5/08/2020,13,Remote
E9534,28,Male,Marketing,1,4027,10,1,17/08/2023,14,In-office
E1768,60,Female,Sales,2,4446,15,4,20/08/2023,2,Remote
E8728,29,Male,Engineering,2,8337,14,1,2/02/2025,1,In-office
E8952,51,Non-binary,Sales,3,3260,12,1,24/03/2022,12,In-office
E8839,27,Female,HR,2,7114,19,3,26/12/2021,13,In-office
E9257,56,Female,Sales,2,7414,17,1,27/11/2022,15,Hybrid
E7335,27,Non-binary,Engineering,2,4746,2,2,20/11/2023,12,In-office
E8618,37,Female,Sales,2,8650,10,4,9/04/2020,10,Remote
E4398,42,Male,HR,1,4865,5,3,12/11/2023,0,Hybrid
E2199,22,Female,HR,1,5211,18,3,31/03/2020,4,In-office
E7504,56,Non-binary,HR,1,6088,18,3,20/10/2024,13,Hybrid
E2540,40,Female,Marketing,3,3443,11,1,8/08/2020,12,In-office
E5581,32,Non-binary,Sales,1,5059,14,2,31/08/2024,9,In-office
E5612,23,Non-binary,HR,3,6667,4,4,25/11/2021,0,In-office
E3535,37,Male,Engineering,2,3660,3,1,21/08/2024,15,Hybrid
E8271,29,Male,Engineering,1,7989,1,4,17/05/2023,2,Hybrid
E5040,29,Male,Sales,3,6301,12,2,10/04/2020,7,In-office
E7865,34,Non-binary,HR,3,8677,20,5,30/08/2024,6,Remote
E4839,35,Non-binary,Engineering,1,4636,11,4,25/12/2021,12,Hybrid
E4907,30,Non-binary,Engineering,2,3723,7,5,1/03/2023,11,Remote
E8653,25,Male,Sales,3,7241,20,5,1/07/2024,6,Remote
E4853,34,Male,Sales,2,7484,4,2,2/05/2024,6,Remote
E7718,47,Male,Marketing,3,6108,18,2,12/10/2020,11,Remote
E8397,51,Non-binary,HR,3,4422,1,5,29/08/2022,14,Remote
E1418,52,Non-binary,Engineering,3,5635,12,5,29/07/2022,7,Remote
E7722,44,Male,Engineering,2,8713,7,5,23/10/2023,2,Remote
E9819,54,Male,Sales,1,8684,9,4,16/11/2024,12,Hybrid
E8751,22,Non-binary,Engineering,3,6025,16,4,4/05/2023,1,Hybrid
E5900,34,Non-binary,Marketing,3,7081,16,2,19/07/2020,10,Hybrid
E3562,50,Male,Sales,2,5887,12,3,28/07/2021,6,Remote
E3323,57,Female,HR,3,8483,7,3,7/04/2021,3,Remote
E9641,43,Female,HR,1,8317,7,1,14/02/2023,12,In-office
E8687,39,Male,HR,3,6760,10,2,4/12/2021,7,In-office
E4963,38,Female,Engineering,1,5114,3,1,5/03/2024,9,In-office
E7415,56,Non-binary,Engineering,2,7328,15,3,5/10/2020,5,Remote
E4407,32,Male,Sales,3,3840,12,3,9/04/2024,8,Hybrid
E1845,33,Male,Sales,1,8074,7,5,19/11/2020,8,Hybrid
E4850,54,Male,Marketing,1,4532,12,3,26/07/2022,11,In-office
E2744,40,Non-binary,Marketing,2,5956,19,3,22/08/2023,15,In-office
E3700,49,Non-binary,HR,2,4256,3,3,11/09/2024,13,Hybrid
E5728,24,Male,HR,2,8605,18,5,14/04/2020,3,Remote
E6262,42,Female,Sales,3,3927,9,4,28/12/2024,3,Hybrid
E2823,45,Non-binary,Marketing,1,5258,9,1,6/08/2020,4,In-office
E1851,40,Male,HR,3,4369,6,2,8/02/2021,13,In-office
E7791,30,Non-binary,Engineering,1,7543,8,3,5/01/2020,5,In-office
E9239,42,Non-binary,Sales,1,8488,5,2,18/06/2024,6,In-office
E5933,48,Male,Engineering,2,7235,15,2,25/02/2021,4,Remote
E1893,26,Non-binary,Engineering,2,7633,4,4,12/03/2024,10,Remote
E8217,39,Female,Marketing,2,7685,5,1,12/06/2021,7,Remote
E1664,60,Non-binary,Engineering,1,8292,12,4,16/03/2020,11,Hybrid
E2140,39,Female,HR,3,4737,16,2,18/02/2023,13,In-office
E7192,58,Non-binary,Sales,3,5238,18,1,11/09/2023,13,Remote
E6753,51,Female,Marketing,2,3819,1,2,4/03/2023,2,In-office
E9618,33,Male,Engineering,2,5862,5,1,18/07/2020,2,Hybrid
E3107,27,Non-binary,Engineering,1,4040,6,4,26/11/2024,6,In-office
E4232,22,Non-binary,HR,2,3347,17,1,15/08/2022,2,Hybrid
E2917,22,Non-binary,HR,2,7686,13,3,9/05/2020,10,Remote
E3643,54,Male,Engineering,3,5515,2,1,27/05/2020,4,Hybrid
E1712,41,Male,Sales,2,5711,14,2,15/04/2023,11,Hybrid
E5619,56,Male,HR,1,3973,6,5,11/05/2024,15,Hybrid
E1750,59,Male,Engineering,3,6248,20,2,30/01/2020,14,Hybrid
E2017,48,Female,Sales,3,8350,6,4,10/06/2023,10,Hybrid
E6986,47,Male,HR,1,8835,15,1,6/07/2022,3,In-office
E8206,22,Non-binary,Marketing,3,3392,2,2,5/03/2020,3,Remote
E4739,34,Non-binary,HR,1,6892,20,5,27/02/2021,12,Remote
E6288,44,Non-binary,Marketing,1,4087,19,1,22/07/2024,15,In-office
E5630,39,Non-binary,HR,3,8544,13,4,30/04/2021,9,Hybrid
E1247,49,Male,Marketing,1,3523,13,5,16/11/2020,3,Remote
E6610,36,Non-binary,Engineering,2,5818,17,4,2/07/2022,7,In-office
E1926,43,Female,HR,3,7652,4,2,19/03/2020,3,Remote
E6348,41,Male,Marketing,2,5092,10,2,23/10/2022,0,Remote
E7174,49,Non-binary,HR,2,3773,7,4,28/09/2020,3,Remote
E3152,37,Non-binary,Sales,2,8105,14,4,17/10/2020,4,In-office
E5802,49,Male,Marketing,1,8139,9,5,23/06/2021,6,Hybrid
E6613,45,Non-binary,Sales,2,6025,8,3,13/02/2021,9,Hybrid
E1343,22,Non-binary,HR,2,4485,13,4,6/10/2021,13,Hybrid
E3405,49,Female,Marketing,1,3261,8,1,3/10/2020,14,In-office
E1210,52,Female,Marketing,3,7699,10,3,29/02/2020,4,Remote
E9811,39,Non-binary,Sales,3,5338,17,4,5/01/2025,3,Hybrid
E4792,47,Non-binary,Sales,2,6150,16,1,4/01/2024,11,In-office
E5427,56,Male,Sales,3,5035,2,5,4/07/2021,0,In-office
E6661,59,Non-binary,Sales,3,3644,16,2,4/12/2024,2,In-office
E8073,38,Female,Marketing,1,4089,6,5,1/05/2024,11,Hybrid
E4282,57,Non-binary,Engineering,1,7917,4,5,9/10/2021,6,Hybrid
E5455,25,Male,Engineering,3,8450,8,3,8/09/2020,1,In-office
E7516,57,Female,Marketing,2,7084,18,5,28/06/2021,0,In-office
E3934,41,Non-binary,HR,1,6587,8,2,6/12/2022,6,Hybrid
E1244,50,Female,HR,3,5415,5,5,3/06/2022,2,In-office
E6500,31,Female,Sales,1,7852,14,5,17/09/2020,12,Hybrid
E4827,53,Non-binary,HR,2,5640,2,1,30/04/2023,12,Hybrid
E6218,57,Non-binary,HR,1,5295,8,3,28/10/2023,0,Hybrid
E6812,56,Non-binary,HR,2,7735,11,1,20/01/2023,0,In-office
E7902,53,Non-binary,Sales,1,8421,7,4,23/09/2021,0,Hybrid
E7344,43,Female,Sales,2,8706,6,2,25/03/2024,8,Hybrid
E3249,54,Non-binary,Sales,2,3753,13,1,21/12/2023,11,In-office
E9987,38,Female,Marketing,1,5385,3,4,1/08/2022,4,Hybrid
E8380,22,Non-binary,Marketing,2,7645,15,3,5/11/2020,14,Remote
E7890,33,Non-binary,HR,1,7416,16,1,17/01/2025,4,Hybrid
E9727,25,Male,Sales,1,6870,9,5,31/07/2021,7,In-office
E5047,24,Non-binary,Marketing,1,6766,17,1,26/12/2020,2,In-office
E4356,25,Male,HR,2,6193,7,5,7/01/2025,11,Hybrid
E8886,47,Non-binary,Sales,1,5192,9,5,15/11/2024,10,In-office
E1540,31,Female,Marketing,3,4066,2,4,3/08/2020,1,Remote
E9589,60,Male,HR,2,3920,11,1,5/11/2020,3,Hybrid
E6926,23,Male,Marketing,2,8340,14,4,9/10/2024,11,Remote
E8398,25,Non-binary,Marketing,3,8801,3,5,9/02/2024,14,In-office
E5076,43,Male,Marketing,2,5169,8,5,17/07/2023,0,Remote
E1890,54,Male,HR,1,6890,15,5,20/12/2024,2,Remote
E8727,60,Female,Engineering,3,4907,15,3,18/04/2023,14,Hybrid
E2952,44,Female,Engineering,3,3845,4,2,21/03/2023,4,Remote
E4096,28,Female,Sales,1,5432,13,3,8/08/2022,12,In-office
E9737,29,Male,Engineering,2,3054,5,1,5/02/2025,5,Hybrid
E3209,55,Non-binary,Marketing,2,3004,7,1,14/11/2020,11,Remote
E1238,59,Male,Marketing,2,8971,8,2,24/01/2024,2,Hybrid
E1780,31,Female,Sales,1,7972,5,2,29/11/2020,1,Hybrid
E1013,36,Non-binary,Engineering,3,3303,1,4,14/02/2024,15,Remote
E2251,45,Non-binary,Engineering,1,5790,17,2,15/11/2024,6,In-office
E2876,57,Male,Engineering,1,6065,8,4,20/12/2023,13,In-office
E7382,37,Male,Engineering,2,5971,14,1,15/08/2021,15,In-office
E6909,33,Female,Marketing,1,4755,17,3,25/01/2023,6,In-office
E3091,46,Male,Marketing,3,4370,13,5,16/05/2021,3,Remote
E5699,54,Male,Sales,1,3037,15,2,7/03/2022,12,In-office
E3607,53,Non-binary,HR,2,4971,4,3,2/07/2022,9,Remote
E7731,33,Male,Sales,2,8741,1,2,21/01/2023,15,Hybrid
E5985,49,Male,Sales,2,4335,13,4,8/03/2021,10,Hybrid
E6537,47,Male,Sales,1,4883,6,3,7/06/2023,8,In-office
E3634,59,Female,Sales,2,7994,11,1,5/04/2023,8,Hybrid
E5308,37,Non-binary,Engineering,3,5683,15,2,20/08/2023,1,In-office
E3472,59,Male,Sales,2,8038,9,1,26/05/2023,10,Remote
E3569,58,Non-binary,HR,2,7675,20,5,13/02/2022,12,Hybrid
E9219,57,Non-binary,Engineering,1,4776,18,3,11/05/2022,10,Hybrid
E7800,60,Male,Sales,3,5607,15,2,25/02/2022,11,Remote
E5439,44,Female,HR,2,6850,17,2,7/06/2024,13,Remote
E8581,22,Female,Sales,3,7005,7,5,12/05/2024,5,Remote
E8114,42,Male,Engineering,1,4011,4,2,12/02/2022,15,In-office
E7927,48,Non-binary,Sales,2,3307,5,2,26/07/2021,14,Hybrid
E6072,41,Female,HR,1,8461,10,4,13/02/2021,14,In-office
E1235,60,Male,HR,1,5823,1,4,12/06/2023,4,Remote
E2618,50,Non-binary,Marketing,1,5509,16,1,27/07/2021,8,Hybrid
E6534,26,Non-binary,Marketing,2,5529,3,3,18/11/2021,11,Remote
E2490,31,Male,Sales,2,7436,5,4,20/12/2020,3,Remote
E4800,59,Female,Marketing,1,8478,1,5,29/06/2022,15,In-office
E9906,30,Male,HR,1,3170,3,2,2/01/2020,10,In-office
E4958,37,Non-binary,Marketing,1,8799,5,2,29/05/2020,7,Remote
E5216,25,Male,Marketing,2,3375,11,1,1/08/2022,2,Remote
E2145,32,Non-binary,HR,1,3184,15,2,28/10/2021,13,In-office
E2788,27,Non-binary,HR,3,7933,16,1,13/03/2024,6,Hybrid
E2674,59,Non-binary,Marketing,1,6383,4,5,16/06/2022,7,Hybrid
E2891,46,Female,Marketing,1,6676,1,5,7/10/2023,1,Hybrid
E7579,44,Non-binary,HR,2,8552,13,1,17/01/2022,13,In-office
E7701,53,Female,Marketing,3,4907,14,2,21/06/2021,2,Hybrid
E5312,28,Male,Sales,1,7407,8,2,9/08/2020,6,Hybrid
E5976,60,Male,Engineering,2,8317,4,1,1/10/2023,10,Remote
E3062,42,Non-binary,Marketing,2,3916,14,1,8/03/2020,2,Remote
E8411,27,Non-binary,Engineering,3,4618,17,5,5/11/2020,4,Remote
E9960,60,Female,Engineering,3,4402,6,2,1/05/2021,15,Hybrid
E1674,54,Male,Marketing,2,8478,2,4,14/01/2020,14,In-office
E3345,50,Male,Engineering,1,7474,11,4,14/04/2020,14,Remote
E5609,60,Non-binary,Marketing,3,7227,2,4,11/12/2024,10,In-office
E8908,55,Male,HR,3,4019,4,4,28/05/2024,3,Hybrid
E9951,53,Non-binary,HR,2,3516,19,3,3/10/2023,3,In-office
E4320,55,Non-binary,Engineering,3,3748,18,1,3/10/2024,4,Remote
E3332,32,Male,Marketing,3,8208,6,1,23/03/2021,0,Remote
E2621,43,Female,Engineering,2,3396,9,4,8/06/2021,15,Remote
E6489,27,Non-binary,HR,1,4639,19,3,2/06/2024,12,In-office
E2583,60,Non-binary,HR,3,3656,12,4,22/03/2024,1,In-office
E7266,26,Non-binary,Engineering,1,4227,3,4,7/02/2020,10,Remote
E8620,35,Non-binary,Marketing,1,8189,8,3,15/07/2023,6,Hybrid
E6762,40,Male,Marketing,1,8513,8,4,28/03/2024,7,Remote
E4609,42,Male,Marketing,1,8593,8,2,21/06/2023,14,Remote
E9269,32,Male,Marketing,3,5395,15,3,2/07/2023,2,In-office
E7430,26,Male,Sales,3,4280,3,5,6/09/2022,1,Remote
E4651,50,Male,Engineering,3,6810,8,2,28/09/2024,8,Remote
E3029,49,Non-binary,Marketing,3,6750,20,5,3/10/2023,4,In-office
E2711,27,Female,Sales,3,5810,13,4,12/05/2024,0,In-office
E9699,31,Non-binary,Engineering,1,6598,20,5,16/07/2020,11,Remote
E3882,27,Male,Sales,2,3735,18,1,11/03/2024,0,Hybrid
E3796,28,Female,HR,3,3343,13,3,25/06/2020,7,In-office
E8127,25,Male,Engineering,3,3559,16,2,6/01/2020,2,In-office
E3906,35,Female,Sales,2,3139,10,1,21/02/2021,4,In-office
E7929,23,Male,Sales,3,6692,1,5,6/03/2024,1,In-office
E7025,54,Male,Marketing,1,6665,11,3,22/10/2024,11,Remote
E1392,30,Non-binary,Engineering,2,7196,10,3,11/12/2020,14,Hybrid
E2302,36,Non-binary,Engineering,1,8200,13,4,5/01/2022,2,Hybrid
E2916,42,Female,HR,2,6745,20,5,16/09/2022,15,Remote
E7360,35,Male,HR,3,3435,10,1,11/11/2021,2,Hybrid
E3726,39,Male,Marketing,2,6229,4,4,16/08/2023,7,Remote
E2647,45,Non-binary,Sales,2,4046,9,3,6/10/2021,10,In-office
E9648,43,Male,Marketing,3,4871,18,4,12/07/2021,15,Hybrid
E6503,44,Non-binary,Sales,2,4975,14,4,12/10/2023,8,Remote
E4354,22,Female,HR,3,4117,2,1,9/10/2020,10,Hybrid
E9153,40,Female,HR,2,6359,18,5,11/05/2022,1,Remote
E4821,26,Non-binary,HR,1,6126,9,2,21/05/2020,8,Remote
E1247,32,Female,Sales,2,6602,16,1,3/10/2024,3,Hybrid
E9837,55,Male,Sales,2,6121,13,2,7/11/2020,15,Hybrid
E1735,26,Non-binary,Marketing,1,3265,4,2,15/08/2021,10,Remote
E3590,47,Non-binary,Sales,1,7226,20,5,12/01/2025,5,Remote
E8894,49,Non-binary,Marketing,1,3447,1,1,3/03/2024,11,Hybrid
E9600,27,Female,Marketing,1,3085,8,5,18/08/2022,13,Hybrid
E2120,53,Male,Engineering,2,4236,3,5,18/01/2020,8,In-office
E4310,51,Non-binary,Marketing,3,5699,1,4,21/04/2021,13,In-office
E6056,59,Male,Engineering,3,8064,19,5,12/05/2021,11,Hybrid
E1235,55,Non-binary,Engineering,1,4138,20,4,24/12/2020,6,In-office
E2025,24,Female,Marketing,2,5746,15,1,12/07/2020,4,Remote
E6891,42,Female,Marketing,3,8516,15,5,2/02/2025,13,In-office
E2303,31,Male,Sales,2,8713,5,3,30/12/2020,15,In-office
